,datetime_beginning_utcdatetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2025 5:00:00 AM,1/1/2025 12:00:00 AM,RFC,WEST,ATSI,OE,6048.698,True
1/1/2025 6:00:00 AM,1/1/2025 1:00:00 AM,RFC,WEST,ATSI,OE,5930.039,True
1/1/2025 7:00:00 AM,1/1/2025 2:00:00 AM,RFC,WEST,ATSI,OE,5865.100,True
1/1/2025 8:00:00 AM,1/1/2025 3:00:00 AM,RFC,WEST,ATSI,OE,5868.162,True
1/1/2025 9:00:00 AM,1/1/2025 4:00:00 AM,RFC,WEST,ATSI,OE,5808.812,True
1/1/2025 10:00:00 AM,1/1/2025 5:00:00 AM,RFC,WEST,ATSI,OE,5904.974,True
1/1/2025 11:00:00 AM,1/1/2025 6:00:00 AM,RFC,WEST,ATSI,OE,6018.465,True
1/1/2025 12:00:00 PM,1/1/2025 7:00:00 AM,RFC,WEST,ATSI,OE,6172.460,True
1/1/2025 1:00:00 PM,1/1/2025 8:00:00 AM,RFC,WEST,ATSI,OE,6231.927,True
1/1/2025 2:00:00 PM,1/1/2025 9:00:00 AM,RFC,WEST,ATSI,OE,6426.489,True
1/1/2025 3:00:00 PM,1/1/2025 10:00:00 AM,RFC,WEST,ATSI,OE,6616.695,True
1/1/2025 4:00:00 PM,1/1/2025 11:00:00 AM,RFC,WEST,ATSI,OE,6769.082,True
1/1/2025 5:00:00 PM,1/1/2025 12:00:00 PM,RFC,WEST,ATSI,OE,6882.090,True
1/1/2025 6:00:00 PM,1/1/2025 1:00:00 PM,RFC,WEST,ATSI,OE,6964.219,True
1/1/2025 7:00:00 PM,1/1/2025 2:00:00 PM,RFC,WEST,ATSI,OE,6982.630,True
1/1/2025 8:00:00 PM,1/1/2025 3:00:00 PM,RFC,WEST,ATSI,OE,6871.334,True
1/1/2025 9:00:00 PM,1/1/2025 4:00:00 PM,RFC,WEST,ATSI,OE,7080.179,True
1/1/2025 10:00:00 PM,1/1/2025 5:00:00 PM,RFC,WEST,ATSI,OE,7285.317,True
1/1/2025 11:00:00 PM,1/1/2025 6:00:00 PM,RFC,WEST,ATSI,OE,7257.356,True
1/2/2025 12:00:00 AM,1/1/2025 7:00:00 PM,RFC,WEST,ATSI,OE,7199.371,True
1/2/2025 1:00:00 AM,1/1/2025 8:00:00 PM,RFC,WEST,ATSI,OE,7105.220,True
1/2/2025 2:00:00 AM,1/1/2025 9:00:00 PM,RFC,WEST,ATSI,OE,7000.125,True
1/2/2025 3:00:00 AM,1/1/2025 10:00:00 PM,RFC,WEST,ATSI,OE,6827.723,True
1/2/2025 4:00:00 AM,1/1/2025 11:00:00 PM,RFC,WEST,ATSI,OE,6557.276,True
1/2/2025 5:00:00 AM,1/2/2025 12:00:00 AM,RFC,WEST,ATSI,OE,6393.372,True
1/2/2025 6:00:00 AM,1/2/2025 1:00:00 AM,RFC,WEST,ATSI,OE,6330.751,True
1/2/2025 7:00:00 AM,1/2/2025 2:00:00 AM,RFC,WEST,ATSI,OE,6230.391,True
1/2/2025 8:00:00 AM,1/2/2025 3:00:00 AM,RFC,WEST,ATSI,OE,6253.261,True
1/2/2025 9:00:00 AM,1/2/2025 4:00:00 AM,RFC,WEST,ATSI,OE,6389.071,True
1/2/2025 10:00:00 AM,1/2/2025 5:00:00 AM,RFC,WEST,ATSI,OE,6695.394,True
1/2/2025 11:00:00 AM,1/2/2025 6:00:00 AM,RFC,WEST,ATSI,OE,7181.622,True
1/2/2025 12:00:00 PM,1/2/2025 7:00:00 AM,RFC,WEST,ATSI,OE,7602.701,True
1/2/2025 1:00:00 PM,1/2/2025 8:00:00 AM,RFC,WEST,ATSI,OE,7809.983,True
1/2/2025 2:00:00 PM,1/2/2025 9:00:00 AM,RFC,WEST,ATSI,OE,8036.199,True
1/2/2025 3:00:00 PM,1/2/2025 10:00:00 AM,RFC,WEST,ATSI,OE,8223.172,True
1/2/2025 4:00:00 PM,1/2/2025 11:00:00 AM,RFC,WEST,ATSI,OE,8278.950,True
1/2/2025 5:00:00 PM,1/2/2025 12:00:00 PM,RFC,WEST,ATSI,OE,8302.272,True
1/2/2025 6:00:00 PM,1/2/2025 1:00:00 PM,RFC,WEST,ATSI,OE,8359.986,True
1/2/2025 7:00:00 PM,1/2/2025 2:00:00 PM,RFC,WEST,ATSI,OE,8257.082,True
1/2/2025 8:00:00 PM,1/2/2025 3:00:00 PM,RFC,WEST,ATSI,OE,8240.800,True
1/2/2025 9:00:00 PM,1/2/2025 4:00:00 PM,RFC,WEST,ATSI,OE,8264.285,True
1/2/2025 10:00:00 PM,1/2/2025 5:00:00 PM,RFC,WEST,ATSI,OE,8421.217,True
1/2/2025 11:00:00 PM,1/2/2025 6:00:00 PM,RFC,WEST,ATSI,OE,8334.728,True
1/3/2025 12:00:00 AM,1/2/2025 7:00:00 PM,RFC,WEST,ATSI,OE,8270.211,True
1/3/2025 1:00:00 AM,1/2/2025 8:00:00 PM,RFC,WEST,ATSI,OE,8060.851,True
1/3/2025 2:00:00 AM,1/2/2025 9:00:00 PM,RFC,WEST,ATSI,OE,7813.223,True
1/3/2025 3:00:00 AM,1/2/2025 10:00:00 PM,RFC,WEST,ATSI,OE,7521.551,True
1/3/2025 4:00:00 AM,1/2/2025 11:00:00 PM,RFC,WEST,ATSI,OE,7147.718,True
1/3/2025 5:00:00 AM,1/3/2025 12:00:00 AM,RFC,WEST,ATSI,OE,7005.023,True
1/3/2025 6:00:00 AM,1/3/2025 1:00:00 AM,RFC,WEST,ATSI,OE,6843.191,True
1/3/2025 7:00:00 AM,1/3/2025 2:00:00 AM,RFC,WEST,ATSI,OE,6796.608,True
1/3/2025 8:00:00 AM,1/3/2025 3:00:00 AM,RFC,WEST,ATSI,OE,6784.386,True
1/3/2025 9:00:00 AM,1/3/2025 4:00:00 AM,RFC,WEST,ATSI,OE,6868.471,True
1/3/2025 10:00:00 AM,1/3/2025 5:00:00 AM,RFC,WEST,ATSI,OE,7084.711,True
1/3/2025 11:00:00 AM,1/3/2025 6:00:00 AM,RFC,WEST,ATSI,OE,7493.010,True
1/3/2025 12:00:00 PM,1/3/2025 7:00:00 AM,RFC,WEST,ATSI,OE,7889.428,True
1/3/2025 1:00:00 PM,1/3/2025 8:00:00 AM,RFC,WEST,ATSI,OE,8007.019,True
1/3/2025 2:00:00 PM,1/3/2025 9:00:00 AM,RFC,WEST,ATSI,OE,8148.400,True
1/3/2025 3:00:00 PM,1/3/2025 10:00:00 AM,RFC,WEST,ATSI,OE,8124.141,True
1/3/2025 4:00:00 PM,1/3/2025 11:00:00 AM,RFC,WEST,ATSI,OE,8240.825,True
1/3/2025 5:00:00 PM,1/3/2025 12:00:00 PM,RFC,WEST,ATSI,OE,8348.424,True
1/3/2025 6:00:00 PM,1/3/2025 1:00:00 PM,RFC,WEST,ATSI,OE,8334.828,True
1/3/2025 7:00:00 PM,1/3/2025 2:00:00 PM,RFC,WEST,ATSI,OE,8202.512,True
1/3/2025 8:00:00 PM,1/3/2025 3:00:00 PM,RFC,WEST,ATSI,OE,8136.338,True
1/3/2025 9:00:00 PM,1/3/2025 4:00:00 PM,RFC,WEST,ATSI,OE,8194.761,True
1/3/2025 10:00:00 PM,1/3/2025 5:00:00 PM,RFC,WEST,ATSI,OE,8434.636,True
1/3/2025 11:00:00 PM,1/3/2025 6:00:00 PM,RFC,WEST,ATSI,OE,8269.226,True
1/4/2025 12:00:00 AM,1/3/2025 7:00:00 PM,RFC,WEST,ATSI,OE,8196.099,True
1/4/2025 1:00:00 AM,1/3/2025 8:00:00 PM,RFC,WEST,ATSI,OE,8135.205,True
1/4/2025 2:00:00 AM,1/3/2025 9:00:00 PM,RFC,WEST,ATSI,OE,7954.275,True
1/4/2025 3:00:00 AM,1/3/2025 10:00:00 PM,RFC,WEST,ATSI,OE,7714.676,True
1/4/2025 4:00:00 AM,1/3/2025 11:00:00 PM,RFC,WEST,ATSI,OE,7410.478,True
1/4/2025 5:00:00 AM,1/4/2025 12:00:00 AM,RFC,WEST,ATSI,OE,7132.579,True
1/4/2025 6:00:00 AM,1/4/2025 1:00:00 AM,RFC,WEST,ATSI,OE,7054.386,True
1/4/2025 7:00:00 AM,1/4/2025 2:00:00 AM,RFC,WEST,ATSI,OE,6919.529,True
1/4/2025 8:00:00 AM,1/4/2025 3:00:00 AM,RFC,WEST,ATSI,OE,6884.964,True
1/4/2025 9:00:00 AM,1/4/2025 4:00:00 AM,RFC,WEST,ATSI,OE,6851.035,True
1/4/2025 10:00:00 AM,1/4/2025 5:00:00 AM,RFC,WEST,ATSI,OE,7045.769,True
1/4/2025 11:00:00 AM,1/4/2025 6:00:00 AM,RFC,WEST,ATSI,OE,7115.181,True
1/4/2025 12:00:00 PM,1/4/2025 7:00:00 AM,RFC,WEST,ATSI,OE,7371.633,True
1/4/2025 1:00:00 PM,1/4/2025 8:00:00 AM,RFC,WEST,ATSI,OE,7573.178,True
1/4/2025 2:00:00 PM,1/4/2025 9:00:00 AM,RFC,WEST,ATSI,OE,7718.079,True
1/4/2025 3:00:00 PM,1/4/2025 10:00:00 AM,RFC,WEST,ATSI,OE,7838.223,True
1/4/2025 4:00:00 PM,1/4/2025 11:00:00 AM,RFC,WEST,ATSI,OE,7877.885,True
1/4/2025 5:00:00 PM,1/4/2025 12:00:00 PM,RFC,WEST,ATSI,OE,7847.211,True
1/4/2025 6:00:00 PM,1/4/2025 1:00:00 PM,RFC,WEST,ATSI,OE,7909.917,True
1/4/2025 7:00:00 PM,1/4/2025 2:00:00 PM,RFC,WEST,ATSI,OE,7875.341,True
1/4/2025 8:00:00 PM,1/4/2025 3:00:00 PM,RFC,WEST,ATSI,OE,7871.696,True
1/4/2025 9:00:00 PM,1/4/2025 4:00:00 PM,RFC,WEST,ATSI,OE,8024.965,True
1/4/2025 10:00:00 PM,1/4/2025 5:00:00 PM,RFC,WEST,ATSI,OE,8215.760,True
1/4/2025 11:00:00 PM,1/4/2025 6:00:00 PM,RFC,WEST,ATSI,OE,8290.283,True
1/5/2025 12:00:00 AM,1/4/2025 7:00:00 PM,RFC,WEST,ATSI,OE,8251.834,True
1/5/2025 1:00:00 AM,1/4/2025 8:00:00 PM,RFC,WEST,ATSI,OE,8134.089,True
1/5/2025 2:00:00 AM,1/4/2025 9:00:00 PM,RFC,WEST,ATSI,OE,7915.285,True
1/5/2025 3:00:00 AM,1/4/2025 10:00:00 PM,RFC,WEST,ATSI,OE,7709.893,True
1/5/2025 4:00:00 AM,1/4/2025 11:00:00 PM,RFC,WEST,ATSI,OE,7409.197,True
1/5/2025 5:00:00 AM,1/5/2025 12:00:00 AM,RFC,WEST,ATSI,OE,7252.035,True
1/5/2025 6:00:00 AM,1/5/2025 1:00:00 AM,RFC,WEST,ATSI,OE,7127.941,True
1/5/2025 7:00:00 AM,1/5/2025 2:00:00 AM,RFC,WEST,ATSI,OE,7070.289,True
1/5/2025 8:00:00 AM,1/5/2025 3:00:00 AM,RFC,WEST,ATSI,OE,7065.022,True
1/5/2025 9:00:00 AM,1/5/2025 4:00:00 AM,RFC,WEST,ATSI,OE,7057.660,True
1/5/2025 10:00:00 AM,1/5/2025 5:00:00 AM,RFC,WEST,ATSI,OE,7114.173,True
1/5/2025 11:00:00 AM,1/5/2025 6:00:00 AM,RFC,WEST,ATSI,OE,7207.798,True
1/5/2025 12:00:00 PM,1/5/2025 7:00:00 AM,RFC,WEST,ATSI,OE,7420.521,True
1/5/2025 1:00:00 PM,1/5/2025 8:00:00 AM,RFC,WEST,ATSI,OE,7493.136,True
1/5/2025 2:00:00 PM,1/5/2025 9:00:00 AM,RFC,WEST,ATSI,OE,7587.109,True
1/5/2025 3:00:00 PM,1/5/2025 10:00:00 AM,RFC,WEST,ATSI,OE,7636.073,True
1/5/2025 4:00:00 PM,1/5/2025 11:00:00 AM,RFC,WEST,ATSI,OE,7679.868,True
1/5/2025 5:00:00 PM,1/5/2025 12:00:00 PM,RFC,WEST,ATSI,OE,7688.639,True
1/5/2025 6:00:00 PM,1/5/2025 1:00:00 PM,RFC,WEST,ATSI,OE,7691.346,True
1/5/2025 7:00:00 PM,1/5/2025 2:00:00 PM,RFC,WEST,ATSI,OE,7619.855,True
1/5/2025 8:00:00 PM,1/5/2025 3:00:00 PM,RFC,WEST,ATSI,OE,7651.932,True
1/5/2025 9:00:00 PM,1/5/2025 4:00:00 PM,RFC,WEST,ATSI,OE,7787.770,True
1/5/2025 10:00:00 PM,1/5/2025 5:00:00 PM,RFC,WEST,ATSI,OE,8104.880,True
1/5/2025 11:00:00 PM,1/5/2025 6:00:00 PM,RFC,WEST,ATSI,OE,8137.110,True
1/6/2025 12:00:00 AM,1/5/2025 7:00:00 PM,RFC,WEST,ATSI,OE,8064.109,True
1/6/2025 1:00:00 AM,1/5/2025 8:00:00 PM,RFC,WEST,ATSI,OE,8023.547,True
1/6/2025 2:00:00 AM,1/5/2025 9:00:00 PM,RFC,WEST,ATSI,OE,7745.640,True
1/6/2025 3:00:00 AM,1/5/2025 10:00:00 PM,RFC,WEST,ATSI,OE,7461.821,True
1/6/2025 4:00:00 AM,1/5/2025 11:00:00 PM,RFC,WEST,ATSI,OE,7243.263,True
1/6/2025 5:00:00 AM,1/6/2025 12:00:00 AM,RFC,WEST,ATSI,OE,7130.910,True
1/6/2025 6:00:00 AM,1/6/2025 1:00:00 AM,RFC,WEST,ATSI,OE,6997.352,True
1/6/2025 7:00:00 AM,1/6/2025 2:00:00 AM,RFC,WEST,ATSI,OE,6952.532,True
1/6/2025 8:00:00 AM,1/6/2025 3:00:00 AM,RFC,WEST,ATSI,OE,7031.035,True
1/6/2025 9:00:00 AM,1/6/2025 4:00:00 AM,RFC,WEST,ATSI,OE,7143.384,True
1/6/2025 10:00:00 AM,1/6/2025 5:00:00 AM,RFC,WEST,ATSI,OE,7426.397,True
1/6/2025 11:00:00 AM,1/6/2025 6:00:00 AM,RFC,WEST,ATSI,OE,7851.771,True
1/6/2025 12:00:00 PM,1/6/2025 7:00:00 AM,RFC,WEST,ATSI,OE,8302.178,True
1/6/2025 1:00:00 PM,1/6/2025 8:00:00 AM,RFC,WEST,ATSI,OE,8415.987,True
1/6/2025 2:00:00 PM,1/6/2025 9:00:00 AM,RFC,WEST,ATSI,OE,8538.207,True
1/6/2025 3:00:00 PM,1/6/2025 10:00:00 AM,RFC,WEST,ATSI,OE,8546.390,True
1/6/2025 4:00:00 PM,1/6/2025 11:00:00 AM,RFC,WEST,ATSI,OE,8707.921,True
1/6/2025 5:00:00 PM,1/6/2025 12:00:00 PM,RFC,WEST,ATSI,OE,8786.313,True
1/6/2025 6:00:00 PM,1/6/2025 1:00:00 PM,RFC,WEST,ATSI,OE,8746.279,True
1/6/2025 7:00:00 PM,1/6/2025 2:00:00 PM,RFC,WEST,ATSI,OE,8585.672,True
1/6/2025 8:00:00 PM,1/6/2025 3:00:00 PM,RFC,WEST,ATSI,OE,8563.618,True
1/6/2025 9:00:00 PM,1/6/2025 4:00:00 PM,RFC,WEST,ATSI,OE,8607.424,True
1/6/2025 10:00:00 PM,1/6/2025 5:00:00 PM,RFC,WEST,ATSI,OE,8811.899,True
1/6/2025 11:00:00 PM,1/6/2025 6:00:00 PM,RFC,WEST,ATSI,OE,8727.134,True
1/7/2025 12:00:00 AM,1/6/2025 7:00:00 PM,RFC,WEST,ATSI,OE,8683.285,True
1/7/2025 1:00:00 AM,1/6/2025 8:00:00 PM,RFC,WEST,ATSI,OE,8517.880,True
1/7/2025 2:00:00 AM,1/6/2025 9:00:00 PM,RFC,WEST,ATSI,OE,8260.985,True
1/7/2025 3:00:00 AM,1/6/2025 10:00:00 PM,RFC,WEST,ATSI,OE,7881.750,True
1/7/2025 4:00:00 AM,1/6/2025 11:00:00 PM,RFC,WEST,ATSI,OE,7550.648,True
1/7/2025 5:00:00 AM,1/7/2025 12:00:00 AM,RFC,WEST,ATSI,OE,7369.413,True
1/7/2025 6:00:00 AM,1/7/2025 1:00:00 AM,RFC,WEST,ATSI,OE,7235.041,True
1/7/2025 7:00:00 AM,1/7/2025 2:00:00 AM,RFC,WEST,ATSI,OE,7183.243,True
1/7/2025 8:00:00 AM,1/7/2025 3:00:00 AM,RFC,WEST,ATSI,OE,7163.027,True
1/7/2025 9:00:00 AM,1/7/2025 4:00:00 AM,RFC,WEST,ATSI,OE,7091.228,True
1/7/2025 10:00:00 AM,1/7/2025 5:00:00 AM,RFC,WEST,ATSI,OE,7405.224,True
1/7/2025 11:00:00 AM,1/7/2025 6:00:00 AM,RFC,WEST,ATSI,OE,7853.414,True
1/7/2025 12:00:00 PM,1/7/2025 7:00:00 AM,RFC,WEST,ATSI,OE,8261.923,True
1/7/2025 1:00:00 PM,1/7/2025 8:00:00 AM,RFC,WEST,ATSI,OE,8389.408,True
1/7/2025 2:00:00 PM,1/7/2025 9:00:00 AM,RFC,WEST,ATSI,OE,8423.599,True
1/7/2025 3:00:00 PM,1/7/2025 10:00:00 AM,RFC,WEST,ATSI,OE,8426.689,True
1/7/2025 4:00:00 PM,1/7/2025 11:00:00 AM,RFC,WEST,ATSI,OE,8362.715,True
1/7/2025 5:00:00 PM,1/7/2025 12:00:00 PM,RFC,WEST,ATSI,OE,8284.085,True
1/7/2025 6:00:00 PM,1/7/2025 1:00:00 PM,RFC,WEST,ATSI,OE,8287.280,True
1/7/2025 7:00:00 PM,1/7/2025 2:00:00 PM,RFC,WEST,ATSI,OE,8225.549,True
1/7/2025 8:00:00 PM,1/7/2025 3:00:00 PM,RFC,WEST,ATSI,OE,8244.195,True
1/7/2025 9:00:00 PM,1/7/2025 4:00:00 PM,RFC,WEST,ATSI,OE,8306.939,True
1/7/2025 10:00:00 PM,1/7/2025 5:00:00 PM,RFC,WEST,ATSI,OE,8569.258,True
1/7/2025 11:00:00 PM,1/7/2025 6:00:00 PM,RFC,WEST,ATSI,OE,8678.758,True
1/8/2025 12:00:00 AM,1/7/2025 7:00:00 PM,RFC,WEST,ATSI,OE,8608.426,True
1/8/2025 1:00:00 AM,1/7/2025 8:00:00 PM,RFC,WEST,ATSI,OE,8465.003,True
1/8/2025 2:00:00 AM,1/7/2025 9:00:00 PM,RFC,WEST,ATSI,OE,8221.325,True
1/8/2025 3:00:00 AM,1/7/2025 10:00:00 PM,RFC,WEST,ATSI,OE,7918.998,True
1/8/2025 4:00:00 AM,1/7/2025 11:00:00 PM,RFC,WEST,ATSI,OE,7550.535,True
1/8/2025 5:00:00 AM,1/8/2025 12:00:00 AM,RFC,WEST,ATSI,OE,7337.820,True
1/8/2025 6:00:00 AM,1/8/2025 1:00:00 AM,RFC,WEST,ATSI,OE,7230.227,True
1/8/2025 7:00:00 AM,1/8/2025 2:00:00 AM,RFC,WEST,ATSI,OE,7142.908,True
1/8/2025 8:00:00 AM,1/8/2025 3:00:00 AM,RFC,WEST,ATSI,OE,7174.565,True
1/8/2025 9:00:00 AM,1/8/2025 4:00:00 AM,RFC,WEST,ATSI,OE,7204.003,True
1/8/2025 10:00:00 AM,1/8/2025 5:00:00 AM,RFC,WEST,ATSI,OE,7532.055,True
1/8/2025 11:00:00 AM,1/8/2025 6:00:00 AM,RFC,WEST,ATSI,OE,8018.339,True
1/8/2025 12:00:00 PM,1/8/2025 7:00:00 AM,RFC,WEST,ATSI,OE,8528.207,True
1/8/2025 1:00:00 PM,1/8/2025 8:00:00 AM,RFC,WEST,ATSI,OE,8648.616,True
1/8/2025 2:00:00 PM,1/8/2025 9:00:00 AM,RFC,WEST,ATSI,OE,8723.003,True
1/8/2025 3:00:00 PM,1/8/2025 10:00:00 AM,RFC,WEST,ATSI,OE,8732.448,True
1/8/2025 4:00:00 PM,1/8/2025 11:00:00 AM,RFC,WEST,ATSI,OE,8706.209,True
1/8/2025 5:00:00 PM,1/8/2025 12:00:00 PM,RFC,WEST,ATSI,OE,8676.300,True
1/8/2025 6:00:00 PM,1/8/2025 1:00:00 PM,RFC,WEST,ATSI,OE,8697.023,True
1/8/2025 7:00:00 PM,1/8/2025 2:00:00 PM,RFC,WEST,ATSI,OE,8586.503,True
1/8/2025 8:00:00 PM,1/8/2025 3:00:00 PM,RFC,WEST,ATSI,OE,8576.193,True
1/8/2025 9:00:00 PM,1/8/2025 4:00:00 PM,RFC,WEST,ATSI,OE,8601.103,True
1/8/2025 10:00:00 PM,1/8/2025 5:00:00 PM,RFC,WEST,ATSI,OE,8670.555,True
1/8/2025 11:00:00 PM,1/8/2025 6:00:00 PM,RFC,WEST,ATSI,OE,8701.941,True
1/9/2025 12:00:00 AM,1/8/2025 7:00:00 PM,RFC,WEST,ATSI,OE,8638.149,True
1/9/2025 1:00:00 AM,1/8/2025 8:00:00 PM,RFC,WEST,ATSI,OE,8526.954,True
1/9/2025 2:00:00 AM,1/8/2025 9:00:00 PM,RFC,WEST,ATSI,OE,8312.515,True
1/9/2025 3:00:00 AM,1/8/2025 10:00:00 PM,RFC,WEST,ATSI,OE,8011.332,True
1/9/2025 4:00:00 AM,1/8/2025 11:00:00 PM,RFC,WEST,ATSI,OE,7732.465,True
1/9/2025 5:00:00 AM,1/9/2025 12:00:00 AM,RFC,WEST,ATSI,OE,7559.733,True
1/9/2025 6:00:00 AM,1/9/2025 1:00:00 AM,RFC,WEST,ATSI,OE,7432.116,True
1/9/2025 7:00:00 AM,1/9/2025 2:00:00 AM,RFC,WEST,ATSI,OE,7332.765,True
1/9/2025 8:00:00 AM,1/9/2025 3:00:00 AM,RFC,WEST,ATSI,OE,7296.702,True
1/9/2025 9:00:00 AM,1/9/2025 4:00:00 AM,RFC,WEST,ATSI,OE,7397.054,True
1/9/2025 10:00:00 AM,1/9/2025 5:00:00 AM,RFC,WEST,ATSI,OE,7734.374,True
1/9/2025 11:00:00 AM,1/9/2025 6:00:00 AM,RFC,WEST,ATSI,OE,8203.328,True
1/9/2025 12:00:00 PM,1/9/2025 7:00:00 AM,RFC,WEST,ATSI,OE,8541.966,True
1/9/2025 1:00:00 PM,1/9/2025 8:00:00 AM,RFC,WEST,ATSI,OE,8725.595,True
1/9/2025 2:00:00 PM,1/9/2025 9:00:00 AM,RFC,WEST,ATSI,OE,8735.407,True
1/9/2025 3:00:00 PM,1/9/2025 10:00:00 AM,RFC,WEST,ATSI,OE,8637.895,True
1/9/2025 4:00:00 PM,1/9/2025 11:00:00 AM,RFC,WEST,ATSI,OE,8520.986,True
1/9/2025 5:00:00 PM,1/9/2025 12:00:00 PM,RFC,WEST,ATSI,OE,8454.631,True
1/9/2025 6:00:00 PM,1/9/2025 1:00:00 PM,RFC,WEST,ATSI,OE,8374.262,True
1/9/2025 7:00:00 PM,1/9/2025 2:00:00 PM,RFC,WEST,ATSI,OE,8188.200,True
1/9/2025 8:00:00 PM,1/9/2025 3:00:00 PM,RFC,WEST,ATSI,OE,8153.394,True
1/9/2025 9:00:00 PM,1/9/2025 4:00:00 PM,RFC,WEST,ATSI,OE,8084.469,True
1/9/2025 10:00:00 PM,1/9/2025 5:00:00 PM,RFC,WEST,ATSI,OE,8503.333,True
1/9/2025 11:00:00 PM,1/9/2025 6:00:00 PM,RFC,WEST,ATSI,OE,8679.843,True
1/10/2025 12:00:00 AM,1/9/2025 7:00:00 PM,RFC,WEST,ATSI,OE,8699.638,True
1/10/2025 1:00:00 AM,1/9/2025 8:00:00 PM,RFC,WEST,ATSI,OE,8651.729,True
1/10/2025 2:00:00 AM,1/9/2025 9:00:00 PM,RFC,WEST,ATSI,OE,8469.766,True
1/10/2025 3:00:00 AM,1/9/2025 10:00:00 PM,RFC,WEST,ATSI,OE,8216.633,True
1/10/2025 4:00:00 AM,1/9/2025 11:00:00 PM,RFC,WEST,ATSI,OE,7961.105,True
1/10/2025 5:00:00 AM,1/10/2025 12:00:00 AM,RFC,WEST,ATSI,OE,7760.719,True
1/10/2025 6:00:00 AM,1/10/2025 1:00:00 AM,RFC,WEST,ATSI,OE,7557.956,True
1/10/2025 7:00:00 AM,1/10/2025 2:00:00 AM,RFC,WEST,ATSI,OE,7499.630,True
1/10/2025 8:00:00 AM,1/10/2025 3:00:00 AM,RFC,WEST,ATSI,OE,7604.783,True
1/10/2025 9:00:00 AM,1/10/2025 4:00:00 AM,RFC,WEST,ATSI,OE,7712.160,True
1/10/2025 10:00:00 AM,1/10/2025 5:00:00 AM,RFC,WEST,ATSI,OE,8003.604,True
1/10/2025 11:00:00 AM,1/10/2025 6:00:00 AM,RFC,WEST,ATSI,OE,8439.133,True
1/10/2025 12:00:00 PM,1/10/2025 7:00:00 AM,RFC,WEST,ATSI,OE,8775.865,True
1/10/2025 1:00:00 PM,1/10/2025 8:00:00 AM,RFC,WEST,ATSI,OE,8890.456,True
1/10/2025 2:00:00 PM,1/10/2025 9:00:00 AM,RFC,WEST,ATSI,OE,8879.957,True
1/10/2025 3:00:00 PM,1/10/2025 10:00:00 AM,RFC,WEST,ATSI,OE,8861.189,True
1/10/2025 4:00:00 PM,1/10/2025 11:00:00 AM,RFC,WEST,ATSI,OE,8711.504,True
1/10/2025 5:00:00 PM,1/10/2025 12:00:00 PM,RFC,WEST,ATSI,OE,8762.359,True
1/10/2025 6:00:00 PM,1/10/2025 1:00:00 PM,RFC,WEST,ATSI,OE,8703.304,True
1/10/2025 7:00:00 PM,1/10/2025 2:00:00 PM,RFC,WEST,ATSI,OE,8613.101,True
1/10/2025 8:00:00 PM,1/10/2025 3:00:00 PM,RFC,WEST,ATSI,OE,8511.219,True
1/10/2025 9:00:00 PM,1/10/2025 4:00:00 PM,RFC,WEST,ATSI,OE,8364.237,True
1/10/2025 10:00:00 PM,1/10/2025 5:00:00 PM,RFC,WEST,ATSI,OE,8627.311,True
1/10/2025 11:00:00 PM,1/10/2025 6:00:00 PM,RFC,WEST,ATSI,OE,8646.924,True
1/11/2025 12:00:00 AM,1/10/2025 7:00:00 PM,RFC,WEST,ATSI,OE,8513.519,True
1/11/2025 1:00:00 AM,1/10/2025 8:00:00 PM,RFC,WEST,ATSI,OE,8368.596,True
1/11/2025 2:00:00 AM,1/10/2025 9:00:00 PM,RFC,WEST,ATSI,OE,8212.597,True
1/11/2025 3:00:00 AM,1/10/2025 10:00:00 PM,RFC,WEST,ATSI,OE,7843.523,True
1/11/2025 4:00:00 AM,1/10/2025 11:00:00 PM,RFC,WEST,ATSI,OE,7535.223,True
1/11/2025 5:00:00 AM,1/11/2025 12:00:00 AM,RFC,WEST,ATSI,OE,7298.922,True
1/11/2025 6:00:00 AM,1/11/2025 1:00:00 AM,RFC,WEST,ATSI,OE,7087.751,True
1/11/2025 7:00:00 AM,1/11/2025 2:00:00 AM,RFC,WEST,ATSI,OE,6998.786,True
1/11/2025 8:00:00 AM,1/11/2025 3:00:00 AM,RFC,WEST,ATSI,OE,6977.128,True
1/11/2025 9:00:00 AM,1/11/2025 4:00:00 AM,RFC,WEST,ATSI,OE,6978.144,True
1/11/2025 10:00:00 AM,1/11/2025 5:00:00 AM,RFC,WEST,ATSI,OE,7071.763,True
1/11/2025 11:00:00 AM,1/11/2025 6:00:00 AM,RFC,WEST,ATSI,OE,7264.696,True
1/11/2025 12:00:00 PM,1/11/2025 7:00:00 AM,RFC,WEST,ATSI,OE,7484.429,True
1/11/2025 1:00:00 PM,1/11/2025 8:00:00 AM,RFC,WEST,ATSI,OE,7604.797,True
1/11/2025 2:00:00 PM,1/11/2025 9:00:00 AM,RFC,WEST,ATSI,OE,7771.530,True
1/11/2025 3:00:00 PM,1/11/2025 10:00:00 AM,RFC,WEST,ATSI,OE,7887.447,True
1/11/2025 4:00:00 PM,1/11/2025 11:00:00 AM,RFC,WEST,ATSI,OE,7906.397,True
1/11/2025 5:00:00 PM,1/11/2025 12:00:00 PM,RFC,WEST,ATSI,OE,7826.193,True
