,datetime_beginning_utcdatetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
8/10/2025 8:00:00 AM,8/10/2025 4:00:00 AM,RFC,WEST,ATSI,OE,6378.155,True
8/10/2025 9:00:00 AM,8/10/2025 5:00:00 AM,RFC,WEST,ATSI,OE,6315.822,True
8/10/2025 10:00:00 AM,8/10/2025 6:00:00 AM,RFC,WEST,ATSI,OE,6263.923,True
8/10/2025 11:00:00 AM,8/10/2025 7:00:00 AM,RFC,WEST,ATSI,OE,6404.461,True
8/10/2025 12:00:00 PM,8/10/2025 8:00:00 AM,RFC,WEST,ATSI,OE,6930.006,True
8/10/2025 1:00:00 PM,8/10/2025 9:00:00 AM,RFC,WEST,ATSI,OE,7639.938,True
8/10/2025 2:00:00 PM,8/10/2025 10:00:00 AM,RFC,WEST,ATSI,OE,8401.031,True
8/10/2025 3:00:00 PM,8/10/2025 11:00:00 AM,RFC,WEST,ATSI,OE,9060.155,True
8/10/2025 4:00:00 PM,8/10/2025 12:00:00 PM,RFC,WEST,ATSI,OE,9542.018,True
8/10/2025 5:00:00 PM,8/10/2025 1:00:00 PM,RFC,WEST,ATSI,OE,10035.049,True
8/10/2025 6:00:00 PM,8/10/2025 2:00:00 PM,RFC,WEST,ATSI,OE,10334.089,True
8/10/2025 7:00:00 PM,8/10/2025 3:00:00 PM,RFC,WEST,ATSI,OE,10539.453,True
8/10/2025 8:00:00 PM,8/10/2025 4:00:00 PM,RFC,WEST,ATSI,OE,10815.327,True
8/10/2025 9:00:00 PM,8/10/2025 5:00:00 PM,RFC,WEST,ATSI,OE,10886.216,True
8/10/2025 10:00:00 PM,8/10/2025 6:00:00 PM,RFC,WEST,ATSI,OE,10819.160,True
8/10/2025 11:00:00 PM,8/10/2025 7:00:00 PM,RFC,WEST,ATSI,OE,10512.641,True
8/11/2025 12:00:00 AM,8/10/2025 8:00:00 PM,RFC,WEST,ATSI,OE,9994.225,True
8/11/2025 1:00:00 AM,8/10/2025 9:00:00 PM,RFC,WEST,ATSI,OE,9637.264,True
8/11/2025 2:00:00 AM,8/10/2025 10:00:00 PM,RFC,WEST,ATSI,OE,8985.997,True
8/11/2025 3:00:00 AM,8/10/2025 11:00:00 PM,RFC,WEST,ATSI,OE,8362.868,True
8/11/2025 4:00:00 AM,8/11/2025 12:00:00 AM,RFC,WEST,ATSI,OE,7801.422,True
8/11/2025 5:00:00 AM,8/11/2025 1:00:00 AM,RFC,WEST,ATSI,OE,7423.797,True
8/11/2025 6:00:00 AM,8/11/2025 2:00:00 AM,RFC,WEST,ATSI,OE,7101.836,True
8/11/2025 7:00:00 AM,8/11/2025 3:00:00 AM,RFC,WEST,ATSI,OE,6902.307,True
8/11/2025 8:00:00 AM,8/11/2025 4:00:00 AM,RFC,WEST,ATSI,OE,6916.406,True
8/11/2025 9:00:00 AM,8/11/2025 5:00:00 AM,RFC,WEST,ATSI,OE,7061.257,True
8/11/2025 10:00:00 AM,8/11/2025 6:00:00 AM,RFC,WEST,ATSI,OE,7360.526,True
8/11/2025 11:00:00 AM,8/11/2025 7:00:00 AM,RFC,WEST,ATSI,OE,7794.945,True
8/11/2025 12:00:00 PM,8/11/2025 8:00:00 AM,RFC,WEST,ATSI,OE,8444.652,True
8/11/2025 1:00:00 PM,8/11/2025 9:00:00 AM,RFC,WEST,ATSI,OE,9021.076,True
8/11/2025 2:00:00 PM,8/11/2025 10:00:00 AM,RFC,WEST,ATSI,OE,9750.848,True
8/11/2025 3:00:00 PM,8/11/2025 11:00:00 AM,RFC,WEST,ATSI,OE,10503.033,True
8/11/2025 4:00:00 PM,8/11/2025 12:00:00 PM,RFC,WEST,ATSI,OE,11147.035,True
8/11/2025 5:00:00 PM,8/11/2025 1:00:00 PM,RFC,WEST,ATSI,OE,11382.143,True
8/11/2025 6:00:00 PM,8/11/2025 2:00:00 PM,RFC,WEST,ATSI,OE,11364.747,True
8/11/2025 7:00:00 PM,8/11/2025 3:00:00 PM,RFC,WEST,ATSI,OE,11453.625,True
8/11/2025 8:00:00 PM,8/11/2025 4:00:00 PM,RFC,WEST,ATSI,OE,11535.015,True
8/11/2025 9:00:00 PM,8/11/2025 5:00:00 PM,RFC,WEST,ATSI,OE,11557.564,True
8/11/2025 10:00:00 PM,8/11/2025 6:00:00 PM,RFC,WEST,ATSI,OE,11510.064,True
8/11/2025 11:00:00 PM,8/11/2025 7:00:00 PM,RFC,WEST,ATSI,OE,11364.259,True
8/12/2025 12:00:00 AM,8/11/2025 8:00:00 PM,RFC,WEST,ATSI,OE,10878.876,True
8/12/2025 1:00:00 AM,8/11/2025 9:00:00 PM,RFC,WEST,ATSI,OE,10448.142,True
8/12/2025 2:00:00 AM,8/11/2025 10:00:00 PM,RFC,WEST,ATSI,OE,9746.789,True
8/12/2025 3:00:00 AM,8/11/2025 11:00:00 PM,RFC,WEST,ATSI,OE,8989.441,True
8/12/2025 4:00:00 AM,8/12/2025 12:00:00 AM,RFC,WEST,ATSI,OE,8435.201,True
8/12/2025 5:00:00 AM,8/12/2025 1:00:00 AM,RFC,WEST,ATSI,OE,8002.731,True
8/12/2025 6:00:00 AM,8/12/2025 2:00:00 AM,RFC,WEST,ATSI,OE,7533.557,True
8/12/2025 7:00:00 AM,8/12/2025 3:00:00 AM,RFC,WEST,ATSI,OE,7394.276,True
8/12/2025 8:00:00 AM,8/12/2025 4:00:00 AM,RFC,WEST,ATSI,OE,7254.169,True
8/12/2025 9:00:00 AM,8/12/2025 5:00:00 AM,RFC,WEST,ATSI,OE,7469.134,True
8/12/2025 10:00:00 AM,8/12/2025 6:00:00 AM,RFC,WEST,ATSI,OE,7805.656,True
8/12/2025 11:00:00 AM,8/12/2025 7:00:00 AM,RFC,WEST,ATSI,OE,8128.716,True
8/12/2025 12:00:00 PM,8/12/2025 8:00:00 AM,RFC,WEST,ATSI,OE,8674.696,True
8/12/2025 1:00:00 PM,8/12/2025 9:00:00 AM,RFC,WEST,ATSI,OE,9457.989,True
8/12/2025 2:00:00 PM,8/12/2025 10:00:00 AM,RFC,WEST,ATSI,OE,10287.697,True
8/12/2025 3:00:00 PM,8/12/2025 11:00:00 AM,RFC,WEST,ATSI,OE,10898.909,True
8/12/2025 4:00:00 PM,8/12/2025 12:00:00 PM,RFC,WEST,ATSI,OE,11459.290,True
8/12/2025 5:00:00 PM,8/12/2025 1:00:00 PM,RFC,WEST,ATSI,OE,11513.756,True
8/12/2025 6:00:00 PM,8/12/2025 2:00:00 PM,RFC,WEST,ATSI,OE,11607.842,True
8/12/2025 7:00:00 PM,8/12/2025 3:00:00 PM,RFC,WEST,ATSI,OE,11596.017,True
8/12/2025 8:00:00 PM,8/12/2025 4:00:00 PM,RFC,WEST,ATSI,OE,11630.919,True
8/12/2025 9:00:00 PM,8/12/2025 5:00:00 PM,RFC,WEST,ATSI,OE,11604.696,True
8/12/2025 10:00:00 PM,8/12/2025 6:00:00 PM,RFC,WEST,ATSI,OE,11590.265,True
8/12/2025 11:00:00 PM,8/12/2025 7:00:00 PM,RFC,WEST,ATSI,OE,11405.381,True
8/13/2025 12:00:00 AM,8/12/2025 8:00:00 PM,RFC,WEST,ATSI,OE,10993.344,True
8/13/2025 1:00:00 AM,8/12/2025 9:00:00 PM,RFC,WEST,ATSI,OE,10569.000,True
8/13/2025 2:00:00 AM,8/12/2025 10:00:00 PM,RFC,WEST,ATSI,OE,9837.676,True
8/13/2025 3:00:00 AM,8/12/2025 11:00:00 PM,RFC,WEST,ATSI,OE,9053.866,True
8/13/2025 4:00:00 AM,8/13/2025 12:00:00 AM,RFC,WEST,ATSI,OE,8562.937,True
8/13/2025 5:00:00 AM,8/13/2025 1:00:00 AM,RFC,WEST,ATSI,OE,8199.201,True
8/13/2025 6:00:00 AM,8/13/2025 2:00:00 AM,RFC,WEST,ATSI,OE,7715.676,True
8/13/2025 7:00:00 AM,8/13/2025 3:00:00 AM,RFC,WEST,ATSI,OE,7392.823,True
8/13/2025 8:00:00 AM,8/13/2025 4:00:00 AM,RFC,WEST,ATSI,OE,7301.779,True
8/13/2025 9:00:00 AM,8/13/2025 5:00:00 AM,RFC,WEST,ATSI,OE,7383.138,True
8/13/2025 10:00:00 AM,8/13/2025 6:00:00 AM,RFC,WEST,ATSI,OE,7754.185,True
8/13/2025 11:00:00 AM,8/13/2025 7:00:00 AM,RFC,WEST,ATSI,OE,7977.374,True
8/13/2025 12:00:00 PM,8/13/2025 8:00:00 AM,RFC,WEST,ATSI,OE,8312.408,True
8/13/2025 1:00:00 PM,8/13/2025 9:00:00 AM,RFC,WEST,ATSI,OE,8667.318,True
8/13/2025 2:00:00 PM,8/13/2025 10:00:00 AM,RFC,WEST,ATSI,OE,9125.394,True
8/13/2025 3:00:00 PM,8/13/2025 11:00:00 AM,RFC,WEST,ATSI,OE,9532.308,True
8/13/2025 4:00:00 PM,8/13/2025 12:00:00 PM,RFC,WEST,ATSI,OE,9930.990,True
8/13/2025 5:00:00 PM,8/13/2025 1:00:00 PM,RFC,WEST,ATSI,OE,10491.694,True
8/13/2025 6:00:00 PM,8/13/2025 2:00:00 PM,RFC,WEST,ATSI,OE,10826.701,True
8/13/2025 7:00:00 PM,8/13/2025 3:00:00 PM,RFC,WEST,ATSI,OE,10940.930,True
8/13/2025 8:00:00 PM,8/13/2025 4:00:00 PM,RFC,WEST,ATSI,OE,10963.724,True
8/13/2025 9:00:00 PM,8/13/2025 5:00:00 PM,RFC,WEST,ATSI,OE,10851.427,True
8/13/2025 10:00:00 PM,8/13/2025 6:00:00 PM,RFC,WEST,ATSI,OE,10756.776,True
8/13/2025 11:00:00 PM,8/13/2025 7:00:00 PM,RFC,WEST,ATSI,OE,10361.250,True
8/14/2025 12:00:00 AM,8/13/2025 8:00:00 PM,RFC,WEST,ATSI,OE,9897.088,True
8/14/2025 1:00:00 AM,8/13/2025 9:00:00 PM,RFC,WEST,ATSI,OE,9611.824,True
8/14/2025 2:00:00 AM,8/13/2025 10:00:00 PM,RFC,WEST,ATSI,OE,8906.039,True
8/14/2025 3:00:00 AM,8/13/2025 11:00:00 PM,RFC,WEST,ATSI,OE,8290.583,True
8/14/2025 4:00:00 AM,8/14/2025 12:00:00 AM,RFC,WEST,ATSI,OE,7842.733,True
8/14/2025 5:00:00 AM,8/14/2025 1:00:00 AM,RFC,WEST,ATSI,OE,7454.885,True
8/14/2025 6:00:00 AM,8/14/2025 2:00:00 AM,RFC,WEST,ATSI,OE,7162.867,True
8/14/2025 7:00:00 AM,8/14/2025 3:00:00 AM,RFC,WEST,ATSI,OE,6974.592,True
8/14/2025 8:00:00 AM,8/14/2025 4:00:00 AM,RFC,WEST,ATSI,OE,6959.540,True
8/14/2025 9:00:00 AM,8/14/2025 5:00:00 AM,RFC,WEST,ATSI,OE,7118.696,True
8/14/2025 10:00:00 AM,8/14/2025 6:00:00 AM,RFC,WEST,ATSI,OE,7490.497,True
8/14/2025 11:00:00 AM,8/14/2025 7:00:00 AM,RFC,WEST,ATSI,OE,7782.047,True
8/14/2025 12:00:00 PM,8/14/2025 8:00:00 AM,RFC,WEST,ATSI,OE,8282.838,True
8/14/2025 1:00:00 PM,8/14/2025 9:00:00 AM,RFC,WEST,ATSI,OE,8816.289,True
8/14/2025 2:00:00 PM,8/14/2025 10:00:00 AM,RFC,WEST,ATSI,OE,9311.854,True
8/14/2025 3:00:00 PM,8/14/2025 11:00:00 AM,RFC,WEST,ATSI,OE,9824.386,True
8/14/2025 4:00:00 PM,8/14/2025 12:00:00 PM,RFC,WEST,ATSI,OE,10259.998,True
8/14/2025 5:00:00 PM,8/14/2025 1:00:00 PM,RFC,WEST,ATSI,OE,10683.210,True
8/14/2025 6:00:00 PM,8/14/2025 2:00:00 PM,RFC,WEST,ATSI,OE,10886.044,True
8/14/2025 7:00:00 PM,8/14/2025 3:00:00 PM,RFC,WEST,ATSI,OE,11007.921,True
8/14/2025 8:00:00 PM,8/14/2025 4:00:00 PM,RFC,WEST,ATSI,OE,11001.075,True
8/14/2025 9:00:00 PM,8/14/2025 5:00:00 PM,RFC,WEST,ATSI,OE,10940.159,True
8/14/2025 10:00:00 PM,8/14/2025 6:00:00 PM,RFC,WEST,ATSI,OE,10609.597,True
8/14/2025 11:00:00 PM,8/14/2025 7:00:00 PM,RFC,WEST,ATSI,OE,10088.883,True
8/15/2025 12:00:00 AM,8/14/2025 8:00:00 PM,RFC,WEST,ATSI,OE,9523.331,True
8/15/2025 1:00:00 AM,8/14/2025 9:00:00 PM,RFC,WEST,ATSI,OE,9107.638,True
8/15/2025 2:00:00 AM,8/14/2025 10:00:00 PM,RFC,WEST,ATSI,OE,8403.621,True
8/15/2025 3:00:00 AM,8/14/2025 11:00:00 PM,RFC,WEST,ATSI,OE,7774.453,True
8/15/2025 4:00:00 AM,8/15/2025 12:00:00 AM,RFC,WEST,ATSI,OE,7149.611,True
8/15/2025 5:00:00 AM,8/15/2025 1:00:00 AM,RFC,WEST,ATSI,OE,6837.059,True
8/15/2025 6:00:00 AM,8/15/2025 2:00:00 AM,RFC,WEST,ATSI,OE,6513.755,True
8/15/2025 7:00:00 AM,8/15/2025 3:00:00 AM,RFC,WEST,ATSI,OE,6317.511,True
8/15/2025 8:00:00 AM,8/15/2025 4:00:00 AM,RFC,WEST,ATSI,OE,6396.183,True
8/15/2025 9:00:00 AM,8/15/2025 5:00:00 AM,RFC,WEST,ATSI,OE,6508.823,True
8/15/2025 10:00:00 AM,8/15/2025 6:00:00 AM,RFC,WEST,ATSI,OE,6814.548,True
8/15/2025 11:00:00 AM,8/15/2025 7:00:00 AM,RFC,WEST,ATSI,OE,7171.984,True
8/15/2025 12:00:00 PM,8/15/2025 8:00:00 AM,RFC,WEST,ATSI,OE,7639.142,True
8/15/2025 1:00:00 PM,8/15/2025 9:00:00 AM,RFC,WEST,ATSI,OE,8154.694,True
8/15/2025 2:00:00 PM,8/15/2025 10:00:00 AM,RFC,WEST,ATSI,OE,8787.155,True
8/15/2025 3:00:00 PM,8/15/2025 11:00:00 AM,RFC,WEST,ATSI,OE,9263.301,True
8/15/2025 4:00:00 PM,8/15/2025 12:00:00 PM,RFC,WEST,ATSI,OE,9830.479,True
8/15/2025 5:00:00 PM,8/15/2025 1:00:00 PM,RFC,WEST,ATSI,OE,10351.009,True
8/15/2025 6:00:00 PM,8/15/2025 2:00:00 PM,RFC,WEST,ATSI,OE,10702.017,True
8/15/2025 7:00:00 PM,8/15/2025 3:00:00 PM,RFC,WEST,ATSI,OE,10976.869,True
8/15/2025 8:00:00 PM,8/15/2025 4:00:00 PM,RFC,WEST,ATSI,OE,11087.530,True
8/15/2025 9:00:00 PM,8/15/2025 5:00:00 PM,RFC,WEST,ATSI,OE,11078.582,True
8/15/2025 10:00:00 PM,8/15/2025 6:00:00 PM,RFC,WEST,ATSI,OE,10875.367,True
8/15/2025 11:00:00 PM,8/15/2025 7:00:00 PM,RFC,WEST,ATSI,OE,10372.496,True
8/16/2025 12:00:00 AM,8/15/2025 8:00:00 PM,RFC,WEST,ATSI,OE,9895.951,True
8/16/2025 1:00:00 AM,8/15/2025 9:00:00 PM,RFC,WEST,ATSI,OE,9458.489,True
8/16/2025 2:00:00 AM,8/15/2025 10:00:00 PM,RFC,WEST,ATSI,OE,8775.470,True
8/16/2025 3:00:00 AM,8/15/2025 11:00:00 PM,RFC,WEST,ATSI,OE,8074.540,True
8/16/2025 4:00:00 AM,8/16/2025 12:00:00 AM,RFC,WEST,ATSI,OE,7555.900,True
8/16/2025 5:00:00 AM,8/16/2025 1:00:00 AM,RFC,WEST,ATSI,OE,7154.395,True
8/16/2025 6:00:00 AM,8/16/2025 2:00:00 AM,RFC,WEST,ATSI,OE,6844.478,True
8/16/2025 7:00:00 AM,8/16/2025 3:00:00 AM,RFC,WEST,ATSI,OE,6623.914,True
8/16/2025 8:00:00 AM,8/16/2025 4:00:00 AM,RFC,WEST,ATSI,OE,6408.991,True
8/16/2025 9:00:00 AM,8/16/2025 5:00:00 AM,RFC,WEST,ATSI,OE,6436.979,True
8/16/2025 10:00:00 AM,8/16/2025 6:00:00 AM,RFC,WEST,ATSI,OE,6475.307,True
8/16/2025 11:00:00 AM,8/16/2025 7:00:00 AM,RFC,WEST,ATSI,OE,6597.740,True
8/16/2025 12:00:00 PM,8/16/2025 8:00:00 AM,RFC,WEST,ATSI,OE,7128.988,True
8/16/2025 1:00:00 PM,8/16/2025 9:00:00 AM,RFC,WEST,ATSI,OE,7930.611,True
8/16/2025 2:00:00 PM,8/16/2025 10:00:00 AM,RFC,WEST,ATSI,OE,8782.049,True
8/16/2025 3:00:00 PM,8/16/2025 11:00:00 AM,RFC,WEST,ATSI,OE,9481.691,True
8/16/2025 4:00:00 PM,8/16/2025 12:00:00 PM,RFC,WEST,ATSI,OE,9995.722,True
8/16/2025 5:00:00 PM,8/16/2025 1:00:00 PM,RFC,WEST,ATSI,OE,10447.362,True
8/16/2025 6:00:00 PM,8/16/2025 2:00:00 PM,RFC,WEST,ATSI,OE,10713.771,True
8/16/2025 7:00:00 PM,8/16/2025 3:00:00 PM,RFC,WEST,ATSI,OE,10990.644,True
8/16/2025 8:00:00 PM,8/16/2025 4:00:00 PM,RFC,WEST,ATSI,OE,11058.048,True
8/16/2025 9:00:00 PM,8/16/2025 5:00:00 PM,RFC,WEST,ATSI,OE,11037.236,True
8/16/2025 10:00:00 PM,8/16/2025 6:00:00 PM,RFC,WEST,ATSI,OE,10766.953,True
8/16/2025 11:00:00 PM,8/16/2025 7:00:00 PM,RFC,WEST,ATSI,OE,10317.648,True
8/17/2025 12:00:00 AM,8/16/2025 8:00:00 PM,RFC,WEST,ATSI,OE,9922.242,True
8/17/2025 1:00:00 AM,8/16/2025 9:00:00 PM,RFC,WEST,ATSI,OE,9533.255,True
8/17/2025 2:00:00 AM,8/16/2025 10:00:00 PM,RFC,WEST,ATSI,OE,8965.906,True
8/17/2025 3:00:00 AM,8/16/2025 11:00:00 PM,RFC,WEST,ATSI,OE,8403.194,True
8/17/2025 4:00:00 AM,8/17/2025 12:00:00 AM,RFC,WEST,ATSI,OE,7896.566,True
8/17/2025 5:00:00 AM,8/17/2025 1:00:00 AM,RFC,WEST,ATSI,OE,7534.706,True
8/17/2025 6:00:00 AM,8/17/2025 2:00:00 AM,RFC,WEST,ATSI,OE,7147.618,True
8/17/2025 7:00:00 AM,8/17/2025 3:00:00 AM,RFC,WEST,ATSI,OE,6950.010,True
8/17/2025 8:00:00 AM,8/17/2025 4:00:00 AM,RFC,WEST,ATSI,OE,6773.070,True
8/17/2025 9:00:00 AM,8/17/2025 5:00:00 AM,RFC,WEST,ATSI,OE,6729.638,True
8/17/2025 10:00:00 AM,8/17/2025 6:00:00 AM,RFC,WEST,ATSI,OE,6733.375,True
8/17/2025 11:00:00 AM,8/17/2025 7:00:00 AM,RFC,WEST,ATSI,OE,6865.578,True
8/17/2025 12:00:00 PM,8/17/2025 8:00:00 AM,RFC,WEST,ATSI,OE,7295.396,True
8/17/2025 1:00:00 PM,8/17/2025 9:00:00 AM,RFC,WEST,ATSI,OE,7996.327,True
8/17/2025 2:00:00 PM,8/17/2025 10:00:00 AM,RFC,WEST,ATSI,OE,8490.238,True
8/17/2025 3:00:00 PM,8/17/2025 11:00:00 AM,RFC,WEST,ATSI,OE,8966.775,True
8/17/2025 4:00:00 PM,8/17/2025 12:00:00 PM,RFC,WEST,ATSI,OE,9310.765,True
8/17/2025 5:00:00 PM,8/17/2025 1:00:00 PM,RFC,WEST,ATSI,OE,9696.558,True
8/17/2025 6:00:00 PM,8/17/2025 2:00:00 PM,RFC,WEST,ATSI,OE,9803.602,True
8/17/2025 7:00:00 PM,8/17/2025 3:00:00 PM,RFC,WEST,ATSI,OE,9919.199,True
8/17/2025 8:00:00 PM,8/17/2025 4:00:00 PM,RFC,WEST,ATSI,OE,9924.500,True
8/17/2025 9:00:00 PM,8/17/2025 5:00:00 PM,RFC,WEST,ATSI,OE,9881.872,True
8/17/2025 10:00:00 PM,8/17/2025 6:00:00 PM,RFC,WEST,ATSI,OE,9632.391,True
8/17/2025 11:00:00 PM,8/17/2025 7:00:00 PM,RFC,WEST,ATSI,OE,9195.093,True
8/18/2025 12:00:00 AM,8/17/2025 8:00:00 PM,RFC,WEST,ATSI,OE,8855.371,True
8/18/2025 1:00:00 AM,8/17/2025 9:00:00 PM,RFC,WEST,ATSI,OE,8583.619,True
8/18/2025 2:00:00 AM,8/17/2025 10:00:00 PM,RFC,WEST,ATSI,OE,8066.835,True
8/18/2025 3:00:00 AM,8/17/2025 11:00:00 PM,RFC,WEST,ATSI,OE,7532.568,True
8/18/2025 4:00:00 AM,8/18/2025 12:00:00 AM,RFC,WEST,ATSI,OE,7120.949,True
8/18/2025 5:00:00 AM,8/18/2025 1:00:00 AM,RFC,WEST,ATSI,OE,6827.527,True
8/18/2025 6:00:00 AM,8/18/2025 2:00:00 AM,RFC,WEST,ATSI,OE,6600.861,True
8/18/2025 7:00:00 AM,8/18/2025 3:00:00 AM,RFC,WEST,ATSI,OE,6479.881,True
8/18/2025 8:00:00 AM,8/18/2025 4:00:00 AM,RFC,WEST,ATSI,OE,6476.745,True
8/18/2025 9:00:00 AM,8/18/2025 5:00:00 AM,RFC,WEST,ATSI,OE,6667.510,True
8/18/2025 10:00:00 AM,8/18/2025 6:00:00 AM,RFC,WEST,ATSI,OE,7011.992,True
8/18/2025 11:00:00 AM,8/18/2025 7:00:00 AM,RFC,WEST,ATSI,OE,7313.693,True
8/18/2025 12:00:00 PM,8/18/2025 8:00:00 AM,RFC,WEST,ATSI,OE,7653.660,True
8/18/2025 1:00:00 PM,8/18/2025 9:00:00 AM,RFC,WEST,ATSI,OE,8041.275,True
8/18/2025 2:00:00 PM,8/18/2025 10:00:00 AM,RFC,WEST,ATSI,OE,8455.783,True
8/18/2025 3:00:00 PM,8/18/2025 11:00:00 AM,RFC,WEST,ATSI,OE,8882.982,True
8/18/2025 4:00:00 PM,8/18/2025 12:00:00 PM,RFC,WEST,ATSI,OE,9109.541,True
8/18/2025 5:00:00 PM,8/18/2025 1:00:00 PM,RFC,WEST,ATSI,OE,9553.447,True
8/18/2025 6:00:00 PM,8/18/2025 2:00:00 PM,RFC,WEST,ATSI,OE,9759.880,True
8/18/2025 7:00:00 PM,8/18/2025 3:00:00 PM,RFC,WEST,ATSI,OE,9935.570,True
8/18/2025 8:00:00 PM,8/18/2025 4:00:00 PM,RFC,WEST,ATSI,OE,10059.247,True
8/18/2025 9:00:00 PM,8/18/2025 5:00:00 PM,RFC,WEST,ATSI,OE,9949.449,True
8/18/2025 10:00:00 PM,8/18/2025 6:00:00 PM,RFC,WEST,ATSI,OE,9707.645,True
8/18/2025 11:00:00 PM,8/18/2025 7:00:00 PM,RFC,WEST,ATSI,OE,9328.937,True
8/19/2025 12:00:00 AM,8/18/2025 8:00:00 PM,RFC,WEST,ATSI,OE,8929.750,True
8/19/2025 1:00:00 AM,8/18/2025 9:00:00 PM,RFC,WEST,ATSI,OE,8525.373,True
8/19/2025 2:00:00 AM,8/18/2025 10:00:00 PM,RFC,WEST,ATSI,OE,7893.936,True
8/19/2025 3:00:00 AM,8/18/2025 11:00:00 PM,RFC,WEST,ATSI,OE,7246.575,True
8/19/2025 4:00:00 AM,8/19/2025 12:00:00 AM,RFC,WEST,ATSI,OE,6780.756,True
8/19/2025 5:00:00 AM,8/19/2025 1:00:00 AM,RFC,WEST,ATSI,OE,6511.096,True
8/19/2025 6:00:00 AM,8/19/2025 2:00:00 AM,RFC,WEST,ATSI,OE,6294.753,True
8/19/2025 7:00:00 AM,8/19/2025 3:00:00 AM,RFC,WEST,ATSI,OE,6163.836,True
8/19/2025 8:00:00 AM,8/19/2025 4:00:00 AM,RFC,WEST,ATSI,OE,6199.903,True
8/19/2025 9:00:00 AM,8/19/2025 5:00:00 AM,RFC,WEST,ATSI,OE,6390.484,True
8/19/2025 10:00:00 AM,8/19/2025 6:00:00 AM,RFC,WEST,ATSI,OE,6753.032,True
8/19/2025 11:00:00 AM,8/19/2025 7:00:00 AM,RFC,WEST,ATSI,OE,7117.339,True
8/19/2025 12:00:00 PM,8/19/2025 8:00:00 AM,RFC,WEST,ATSI,OE,7542.789,True
8/19/2025 1:00:00 PM,8/19/2025 9:00:00 AM,RFC,WEST,ATSI,OE,7999.767,True
8/19/2025 2:00:00 PM,8/19/2025 10:00:00 AM,RFC,WEST,ATSI,OE,8516.932,True
8/19/2025 3:00:00 PM,8/19/2025 11:00:00 AM,RFC,WEST,ATSI,OE,8937.912,True
8/19/2025 4:00:00 PM,8/19/2025 12:00:00 PM,RFC,WEST,ATSI,OE,9244.314,True
8/19/2025 5:00:00 PM,8/19/2025 1:00:00 PM,RFC,WEST,ATSI,OE,9546.532,True
8/19/2025 6:00:00 PM,8/19/2025 2:00:00 PM,RFC,WEST,ATSI,OE,9968.453,True
8/19/2025 7:00:00 PM,8/19/2025 3:00:00 PM,RFC,WEST,ATSI,OE,10229.067,True
8/19/2025 8:00:00 PM,8/19/2025 4:00:00 PM,RFC,WEST,ATSI,OE,10372.930,True
8/19/2025 9:00:00 PM,8/19/2025 5:00:00 PM,RFC,WEST,ATSI,OE,10382.404,True
8/19/2025 10:00:00 PM,8/19/2025 6:00:00 PM,RFC,WEST,ATSI,OE,10209.144,True
8/19/2025 11:00:00 PM,8/19/2025 7:00:00 PM,RFC,WEST,ATSI,OE,9830.988,True
8/20/2025 12:00:00 AM,8/19/2025 8:00:00 PM,RFC,WEST,ATSI,OE,9482.222,True
8/20/2025 1:00:00 AM,8/19/2025 9:00:00 PM,RFC,WEST,ATSI,OE,9155.689,True
8/20/2025 2:00:00 AM,8/19/2025 10:00:00 PM,RFC,WEST,ATSI,OE,8704.872,True
8/20/2025 3:00:00 AM,8/19/2025 11:00:00 PM,RFC,WEST,ATSI,OE,8112.764,True
8/20/2025 4:00:00 AM,8/20/2025 12:00:00 AM,RFC,WEST,ATSI,OE,7714.367,True
8/20/2025 5:00:00 AM,8/20/2025 1:00:00 AM,RFC,WEST,ATSI,OE,7366.323,True
8/20/2025 6:00:00 AM,8/20/2025 2:00:00 AM,RFC,WEST,ATSI,OE,7124.101,True
8/20/2025 7:00:00 AM,8/20/2025 3:00:00 AM,RFC,WEST,ATSI,OE,6943.864,True
8/20/2025 8:00:00 AM,8/20/2025 4:00:00 AM,RFC,WEST,ATSI,OE,6843.270,True
8/20/2025 9:00:00 AM,8/20/2025 5:00:00 AM,RFC,WEST,ATSI,OE,6940.287,True
8/20/2025 10:00:00 AM,8/20/2025 6:00:00 AM,RFC,WEST,ATSI,OE,7504.456,True
8/20/2025 11:00:00 AM,8/20/2025 7:00:00 AM,RFC,WEST,ATSI,OE,7777.273,True
8/20/2025 12:00:00 PM,8/20/2025 8:00:00 AM,RFC,WEST,ATSI,OE,7961.952,True
8/20/2025 1:00:00 PM,8/20/2025 9:00:00 AM,RFC,WEST,ATSI,OE,8170.467,True
8/20/2025 2:00:00 PM,8/20/2025 10:00:00 AM,RFC,WEST,ATSI,OE,8272.914,True
8/20/2025 3:00:00 PM,8/20/2025 11:00:00 AM,RFC,WEST,ATSI,OE,8298.775,True
8/20/2025 4:00:00 PM,8/20/2025 12:00:00 PM,RFC,WEST,ATSI,OE,8386.997,True
8/20/2025 5:00:00 PM,8/20/2025 1:00:00 PM,RFC,WEST,ATSI,OE,8373.994,True
8/20/2025 6:00:00 PM,8/20/2025 2:00:00 PM,RFC,WEST,ATSI,OE,8453.153,True
8/20/2025 7:00:00 PM,8/20/2025 3:00:00 PM,RFC,WEST,ATSI,OE,8420.958,True
8/20/2025 8:00:00 PM,8/20/2025 4:00:00 PM,RFC,WEST,ATSI,OE,8323.053,True
