datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2024 5:00:00 AM,1/1/2024 12:00:00 AM,RFC,WEST,ATSI,OE,6057.487,True
1/1/2024 6:00:00 AM,1/1/2024 1:00:00 AM,RFC,WEST,ATSI,OE,5915.264,True
1/1/2024 7:00:00 AM,1/1/2024 2:00:00 AM,RFC,WEST,ATSI,OE,5804.167,True
1/1/2024 8:00:00 AM,1/1/2024 3:00:00 AM,RFC,WEST,ATSI,OE,5670.543,True
1/1/2024 9:00:00 AM,1/1/2024 4:00:00 AM,RFC,WEST,ATSI,OE,5773.709,True
1/1/2024 10:00:00 AM,1/1/2024 5:00:00 AM,RFC,WEST,ATSI,OE,5903.613,True
1/1/2024 11:00:00 AM,1/1/2024 6:00:00 AM,RFC,WEST,ATSI,OE,5891.159,True
1/1/2024 12:00:00 PM,1/1/2024 7:00:00 AM,RFC,WEST,ATSI,OE,6043.394,True
1/1/2024 1:00:00 PM,1/1/2024 8:00:00 AM,RFC,WEST,ATSI,OE,6134.678,True
1/1/2024 2:00:00 PM,1/1/2024 9:00:00 AM,RFC,WEST,ATSI,OE,6305.866,True
1/1/2024 3:00:00 PM,1/1/2024 10:00:00 AM,RFC,WEST,ATSI,OE,6544.728,True
1/1/2024 4:00:00 PM,1/1/2024 11:00:00 AM,RFC,WEST,ATSI,OE,6680.766,True
1/1/2024 5:00:00 PM,1/1/2024 12:00:00 PM,RFC,WEST,ATSI,OE,6770.232,True
1/1/2024 6:00:00 PM,1/1/2024 1:00:00 PM,RFC,WEST,ATSI,OE,6872.335,True
1/1/2024 7:00:00 PM,1/1/2024 2:00:00 PM,RFC,WEST,ATSI,OE,6847.477,True
1/1/2024 8:00:00 PM,1/1/2024 3:00:00 PM,RFC,WEST,ATSI,OE,6875.262,True
1/1/2024 9:00:00 PM,1/1/2024 4:00:00 PM,RFC,WEST,ATSI,OE,6952.214,True
1/1/2024 10:00:00 PM,1/1/2024 5:00:00 PM,RFC,WEST,ATSI,OE,7228.498,True
1/1/2024 11:00:00 PM,1/1/2024 6:00:00 PM,RFC,WEST,ATSI,OE,7265.404,True
1/2/2024 12:00:00 AM,1/1/2024 7:00:00 PM,RFC,WEST,ATSI,OE,7173.776,True
1/2/2024 1:00:00 AM,1/1/2024 8:00:00 PM,RFC,WEST,ATSI,OE,7007.194,True
1/2/2024 2:00:00 AM,1/1/2024 9:00:00 PM,RFC,WEST,ATSI,OE,6857.468,True
1/2/2024 3:00:00 AM,1/1/2024 10:00:00 PM,RFC,WEST,ATSI,OE,6608.951,True
1/2/2024 4:00:00 AM,1/1/2024 11:00:00 PM,RFC,WEST,ATSI,OE,6338.151,True
1/2/2024 5:00:00 AM,1/2/2024 12:00:00 AM,RFC,WEST,ATSI,OE,6245.738,True
1/2/2024 6:00:00 AM,1/2/2024 1:00:00 AM,RFC,WEST,ATSI,OE,6157.371,True
1/2/2024 7:00:00 AM,1/2/2024 2:00:00 AM,RFC,WEST,ATSI,OE,5993.179,True
1/2/2024 8:00:00 AM,1/2/2024 3:00:00 AM,RFC,WEST,ATSI,OE,6031.934,True
1/2/2024 9:00:00 AM,1/2/2024 4:00:00 AM,RFC,WEST,ATSI,OE,6192.805,True
1/2/2024 10:00:00 AM,1/2/2024 5:00:00 AM,RFC,WEST,ATSI,OE,6500.902,True
1/2/2024 11:00:00 AM,1/2/2024 6:00:00 AM,RFC,WEST,ATSI,OE,6942.420,True
1/2/2024 12:00:00 PM,1/2/2024 7:00:00 AM,RFC,WEST,ATSI,OE,7398.168,True
1/2/2024 1:00:00 PM,1/2/2024 8:00:00 AM,RFC,WEST,ATSI,OE,7583.369,True
1/2/2024 2:00:00 PM,1/2/2024 9:00:00 AM,RFC,WEST,ATSI,OE,7766.112,True
1/2/2024 3:00:00 PM,1/2/2024 10:00:00 AM,RFC,WEST,ATSI,OE,7961.606,True
1/2/2024 4:00:00 PM,1/2/2024 11:00:00 AM,RFC,WEST,ATSI,OE,7951.144,True
1/2/2024 5:00:00 PM,1/2/2024 12:00:00 PM,RFC,WEST,ATSI,OE,8004.666,True
1/2/2024 6:00:00 PM,1/2/2024 1:00:00 PM,RFC,WEST,ATSI,OE,8030.520,True
1/2/2024 7:00:00 PM,1/2/2024 2:00:00 PM,RFC,WEST,ATSI,OE,8005.878,True
1/2/2024 8:00:00 PM,1/2/2024 3:00:00 PM,RFC,WEST,ATSI,OE,7911.949,True
1/2/2024 9:00:00 PM,1/2/2024 4:00:00 PM,RFC,WEST,ATSI,OE,7896.768,True
1/2/2024 10:00:00 PM,1/2/2024 5:00:00 PM,RFC,WEST,ATSI,OE,8059.739,True
1/2/2024 11:00:00 PM,1/2/2024 6:00:00 PM,RFC,WEST,ATSI,OE,8173.657,True
1/3/2024 12:00:00 AM,1/2/2024 7:00:00 PM,RFC,WEST,ATSI,OE,8079.430,True
1/3/2024 1:00:00 AM,1/2/2024 8:00:00 PM,RFC,WEST,ATSI,OE,7898.131,True
1/3/2024 2:00:00 AM,1/2/2024 9:00:00 PM,RFC,WEST,ATSI,OE,7701.372,True
1/3/2024 3:00:00 AM,1/2/2024 10:00:00 PM,RFC,WEST,ATSI,OE,7362.504,True
1/3/2024 4:00:00 AM,1/2/2024 11:00:00 PM,RFC,WEST,ATSI,OE,7011.955,True
1/3/2024 5:00:00 AM,1/3/2024 12:00:00 AM,RFC,WEST,ATSI,OE,6829.649,True
1/3/2024 6:00:00 AM,1/3/2024 1:00:00 AM,RFC,WEST,ATSI,OE,6691.698,True
1/3/2024 7:00:00 AM,1/3/2024 2:00:00 AM,RFC,WEST,ATSI,OE,6537.357,True
1/3/2024 8:00:00 AM,1/3/2024 3:00:00 AM,RFC,WEST,ATSI,OE,6442.358,True
1/3/2024 9:00:00 AM,1/3/2024 4:00:00 AM,RFC,WEST,ATSI,OE,6573.601,True
1/3/2024 10:00:00 AM,1/3/2024 5:00:00 AM,RFC,WEST,ATSI,OE,6812.391,True
1/3/2024 11:00:00 AM,1/3/2024 6:00:00 AM,RFC,WEST,ATSI,OE,7272.036,True
1/3/2024 12:00:00 PM,1/3/2024 7:00:00 AM,RFC,WEST,ATSI,OE,7675.559,True
1/3/2024 1:00:00 PM,1/3/2024 8:00:00 AM,RFC,WEST,ATSI,OE,7818.675,True
1/3/2024 2:00:00 PM,1/3/2024 9:00:00 AM,RFC,WEST,ATSI,OE,7881.188,True
1/3/2024 3:00:00 PM,1/3/2024 10:00:00 AM,RFC,WEST,ATSI,OE,7947.432,True
1/3/2024 4:00:00 PM,1/3/2024 11:00:00 AM,RFC,WEST,ATSI,OE,7935.433,True
1/3/2024 5:00:00 PM,1/3/2024 12:00:00 PM,RFC,WEST,ATSI,OE,7940.624,True
1/3/2024 6:00:00 PM,1/3/2024 1:00:00 PM,RFC,WEST,ATSI,OE,7927.526,True
1/3/2024 7:00:00 PM,1/3/2024 2:00:00 PM,RFC,WEST,ATSI,OE,7823.711,True
1/3/2024 8:00:00 PM,1/3/2024 3:00:00 PM,RFC,WEST,ATSI,OE,7865.409,True
1/3/2024 9:00:00 PM,1/3/2024 4:00:00 PM,RFC,WEST,ATSI,OE,7897.809,True
1/3/2024 10:00:00 PM,1/3/2024 5:00:00 PM,RFC,WEST,ATSI,OE,8074.406,True
1/3/2024 11:00:00 PM,1/3/2024 6:00:00 PM,RFC,WEST,ATSI,OE,8040.424,True
1/4/2024 12:00:00 AM,1/3/2024 7:00:00 PM,RFC,WEST,ATSI,OE,7961.193,True
1/4/2024 1:00:00 AM,1/3/2024 8:00:00 PM,RFC,WEST,ATSI,OE,7872.648,True
1/4/2024 2:00:00 AM,1/3/2024 9:00:00 PM,RFC,WEST,ATSI,OE,7673.112,True
1/4/2024 3:00:00 AM,1/3/2024 10:00:00 PM,RFC,WEST,ATSI,OE,7346.594,True
1/4/2024 4:00:00 AM,1/3/2024 11:00:00 PM,RFC,WEST,ATSI,OE,7006.039,True
1/4/2024 5:00:00 AM,1/4/2024 12:00:00 AM,RFC,WEST,ATSI,OE,6731.551,True
1/4/2024 6:00:00 AM,1/4/2024 1:00:00 AM,RFC,WEST,ATSI,OE,6694.184,True
1/4/2024 7:00:00 AM,1/4/2024 2:00:00 AM,RFC,WEST,ATSI,OE,6654.236,True
1/4/2024 8:00:00 AM,1/4/2024 3:00:00 AM,RFC,WEST,ATSI,OE,6664.401,True
1/4/2024 9:00:00 AM,1/4/2024 4:00:00 AM,RFC,WEST,ATSI,OE,6841.750,True
1/4/2024 10:00:00 AM,1/4/2024 5:00:00 AM,RFC,WEST,ATSI,OE,7102.311,True
1/4/2024 11:00:00 AM,1/4/2024 6:00:00 AM,RFC,WEST,ATSI,OE,7593.371,True
1/4/2024 12:00:00 PM,1/4/2024 7:00:00 AM,RFC,WEST,ATSI,OE,7985.033,True
1/4/2024 1:00:00 PM,1/4/2024 8:00:00 AM,RFC,WEST,ATSI,OE,8070.866,True
1/4/2024 2:00:00 PM,1/4/2024 9:00:00 AM,RFC,WEST,ATSI,OE,8175.983,True
1/4/2024 3:00:00 PM,1/4/2024 10:00:00 AM,RFC,WEST,ATSI,OE,8243.465,True
1/4/2024 4:00:00 PM,1/4/2024 11:00:00 AM,RFC,WEST,ATSI,OE,8260.479,True
1/4/2024 5:00:00 PM,1/4/2024 12:00:00 PM,RFC,WEST,ATSI,OE,8232.050,True
1/4/2024 6:00:00 PM,1/4/2024 1:00:00 PM,RFC,WEST,ATSI,OE,8212.694,True
1/4/2024 7:00:00 PM,1/4/2024 2:00:00 PM,RFC,WEST,ATSI,OE,8152.866,True
1/4/2024 8:00:00 PM,1/4/2024 3:00:00 PM,RFC,WEST,ATSI,OE,8064.759,True
1/4/2024 9:00:00 PM,1/4/2024 4:00:00 PM,RFC,WEST,ATSI,OE,8043.654,True
1/4/2024 10:00:00 PM,1/4/2024 5:00:00 PM,RFC,WEST,ATSI,OE,8245.243,True
1/4/2024 11:00:00 PM,1/4/2024 6:00:00 PM,RFC,WEST,ATSI,OE,8321.228,True
1/5/2024 12:00:00 AM,1/4/2024 7:00:00 PM,RFC,WEST,ATSI,OE,8330.458,True
1/5/2024 1:00:00 AM,1/4/2024 8:00:00 PM,RFC,WEST,ATSI,OE,8129.094,True
1/5/2024 2:00:00 AM,1/4/2024 9:00:00 PM,RFC,WEST,ATSI,OE,7927.191,True
1/5/2024 3:00:00 AM,1/4/2024 10:00:00 PM,RFC,WEST,ATSI,OE,7642.922,True
1/5/2024 4:00:00 AM,1/4/2024 11:00:00 PM,RFC,WEST,ATSI,OE,7335.737,True
1/5/2024 5:00:00 AM,1/5/2024 12:00:00 AM,RFC,WEST,ATSI,OE,7149.477,True
1/5/2024 6:00:00 AM,1/5/2024 1:00:00 AM,RFC,WEST,ATSI,OE,6995.331,True
1/5/2024 7:00:00 AM,1/5/2024 2:00:00 AM,RFC,WEST,ATSI,OE,6976.131,True
1/5/2024 8:00:00 AM,1/5/2024 3:00:00 AM,RFC,WEST,ATSI,OE,6976.380,True
1/5/2024 9:00:00 AM,1/5/2024 4:00:00 AM,RFC,WEST,ATSI,OE,7093.491,True
1/5/2024 10:00:00 AM,1/5/2024 5:00:00 AM,RFC,WEST,ATSI,OE,7370.040,True
1/5/2024 11:00:00 AM,1/5/2024 6:00:00 AM,RFC,WEST,ATSI,OE,7850.976,True
1/5/2024 12:00:00 PM,1/5/2024 7:00:00 AM,RFC,WEST,ATSI,OE,8254.365,True
1/5/2024 1:00:00 PM,1/5/2024 8:00:00 AM,RFC,WEST,ATSI,OE,8340.880,True
1/5/2024 2:00:00 PM,1/5/2024 9:00:00 AM,RFC,WEST,ATSI,OE,8352.943,True
1/5/2024 3:00:00 PM,1/5/2024 10:00:00 AM,RFC,WEST,ATSI,OE,8279.567,True
1/5/2024 4:00:00 PM,1/5/2024 11:00:00 AM,RFC,WEST,ATSI,OE,8108.093,True
1/5/2024 5:00:00 PM,1/5/2024 12:00:00 PM,RFC,WEST,ATSI,OE,7947.133,True
1/5/2024 6:00:00 PM,1/5/2024 1:00:00 PM,RFC,WEST,ATSI,OE,7905.970,True
1/5/2024 7:00:00 PM,1/5/2024 2:00:00 PM,RFC,WEST,ATSI,OE,7791.503,True
1/5/2024 8:00:00 PM,1/5/2024 3:00:00 PM,RFC,WEST,ATSI,OE,7637.601,True
1/5/2024 9:00:00 PM,1/5/2024 4:00:00 PM,RFC,WEST,ATSI,OE,7645.640,True
1/5/2024 10:00:00 PM,1/5/2024 5:00:00 PM,RFC,WEST,ATSI,OE,7942.100,True
1/5/2024 11:00:00 PM,1/5/2024 6:00:00 PM,RFC,WEST,ATSI,OE,8004.663,True
1/6/2024 12:00:00 AM,1/5/2024 7:00:00 PM,RFC,WEST,ATSI,OE,8030.859,True
1/6/2024 1:00:00 AM,1/5/2024 8:00:00 PM,RFC,WEST,ATSI,OE,7917.523,True
1/6/2024 2:00:00 AM,1/5/2024 9:00:00 PM,RFC,WEST,ATSI,OE,7753.049,True
1/6/2024 3:00:00 AM,1/5/2024 10:00:00 PM,RFC,WEST,ATSI,OE,7485.675,True
1/6/2024 4:00:00 AM,1/5/2024 11:00:00 PM,RFC,WEST,ATSI,OE,7138.663,True
1/6/2024 5:00:00 AM,1/6/2024 12:00:00 AM,RFC,WEST,ATSI,OE,6928.227,True
1/6/2024 6:00:00 AM,1/6/2024 1:00:00 AM,RFC,WEST,ATSI,OE,6807.591,True
1/6/2024 7:00:00 AM,1/6/2024 2:00:00 AM,RFC,WEST,ATSI,OE,6661.066,True
1/6/2024 8:00:00 AM,1/6/2024 3:00:00 AM,RFC,WEST,ATSI,OE,6579.129,True
1/6/2024 9:00:00 AM,1/6/2024 4:00:00 AM,RFC,WEST,ATSI,OE,6551.336,True
1/6/2024 10:00:00 AM,1/6/2024 5:00:00 AM,RFC,WEST,ATSI,OE,6697.473,True
1/6/2024 11:00:00 AM,1/6/2024 6:00:00 AM,RFC,WEST,ATSI,OE,6832.304,True
1/6/2024 12:00:00 PM,1/6/2024 7:00:00 AM,RFC,WEST,ATSI,OE,7031.407,True
1/6/2024 1:00:00 PM,1/6/2024 8:00:00 AM,RFC,WEST,ATSI,OE,7148.782,True
1/6/2024 2:00:00 PM,1/6/2024 9:00:00 AM,RFC,WEST,ATSI,OE,7271.336,True
1/6/2024 3:00:00 PM,1/6/2024 10:00:00 AM,RFC,WEST,ATSI,OE,7295.377,True
1/6/2024 4:00:00 PM,1/6/2024 11:00:00 AM,RFC,WEST,ATSI,OE,7323.772,True
1/6/2024 5:00:00 PM,1/6/2024 12:00:00 PM,RFC,WEST,ATSI,OE,7280.451,True
1/6/2024 6:00:00 PM,1/6/2024 1:00:00 PM,RFC,WEST,ATSI,OE,7280.563,True
1/6/2024 7:00:00 PM,1/6/2024 2:00:00 PM,RFC,WEST,ATSI,OE,7196.274,True
1/6/2024 8:00:00 PM,1/6/2024 3:00:00 PM,RFC,WEST,ATSI,OE,7256.803,True
1/6/2024 9:00:00 PM,1/6/2024 4:00:00 PM,RFC,WEST,ATSI,OE,7327.383,True
1/6/2024 10:00:00 PM,1/6/2024 5:00:00 PM,RFC,WEST,ATSI,OE,7548.131,True
1/6/2024 11:00:00 PM,1/6/2024 6:00:00 PM,RFC,WEST,ATSI,OE,7531.696,True
1/7/2024 12:00:00 AM,1/6/2024 7:00:00 PM,RFC,WEST,ATSI,OE,7425.341,True
1/7/2024 1:00:00 AM,1/6/2024 8:00:00 PM,RFC,WEST,ATSI,OE,7324.540,True
1/7/2024 2:00:00 AM,1/6/2024 9:00:00 PM,RFC,WEST,ATSI,OE,7131.896,True
1/7/2024 3:00:00 AM,1/6/2024 10:00:00 PM,RFC,WEST,ATSI,OE,6929.029,True
1/7/2024 4:00:00 AM,1/6/2024 11:00:00 PM,RFC,WEST,ATSI,OE,6670.203,True
1/7/2024 5:00:00 AM,1/7/2024 12:00:00 AM,RFC,WEST,ATSI,OE,6486.228,True
1/7/2024 6:00:00 AM,1/7/2024 1:00:00 AM,RFC,WEST,ATSI,OE,6346.040,True
1/7/2024 7:00:00 AM,1/7/2024 2:00:00 AM,RFC,WEST,ATSI,OE,6216.924,True
1/7/2024 8:00:00 AM,1/7/2024 3:00:00 AM,RFC,WEST,ATSI,OE,6161.485,True
1/7/2024 9:00:00 AM,1/7/2024 4:00:00 AM,RFC,WEST,ATSI,OE,6163.500,True
1/7/2024 10:00:00 AM,1/7/2024 5:00:00 AM,RFC,WEST,ATSI,OE,6252.079,True
1/7/2024 11:00:00 AM,1/7/2024 6:00:00 AM,RFC,WEST,ATSI,OE,6367.093,True
1/7/2024 12:00:00 PM,1/7/2024 7:00:00 AM,RFC,WEST,ATSI,OE,6548.515,True
1/7/2024 1:00:00 PM,1/7/2024 8:00:00 AM,RFC,WEST,ATSI,OE,6630.008,True
1/7/2024 2:00:00 PM,1/7/2024 9:00:00 AM,RFC,WEST,ATSI,OE,6874.920,True
1/7/2024 3:00:00 PM,1/7/2024 10:00:00 AM,RFC,WEST,ATSI,OE,7010.014,True
1/7/2024 4:00:00 PM,1/7/2024 11:00:00 AM,RFC,WEST,ATSI,OE,7161.703,True
1/7/2024 5:00:00 PM,1/7/2024 12:00:00 PM,RFC,WEST,ATSI,OE,7236.291,True
1/7/2024 6:00:00 PM,1/7/2024 1:00:00 PM,RFC,WEST,ATSI,OE,7232.847,True
1/7/2024 7:00:00 PM,1/7/2024 2:00:00 PM,RFC,WEST,ATSI,OE,7269.658,True
1/7/2024 8:00:00 PM,1/7/2024 3:00:00 PM,RFC,WEST,ATSI,OE,7276.130,True
1/7/2024 9:00:00 PM,1/7/2024 4:00:00 PM,RFC,WEST,ATSI,OE,7499.008,True
1/7/2024 10:00:00 PM,1/7/2024 5:00:00 PM,RFC,WEST,ATSI,OE,7671.278,True
1/7/2024 11:00:00 PM,1/7/2024 6:00:00 PM,RFC,WEST,ATSI,OE,7678.900,True
1/8/2024 12:00:00 AM,1/7/2024 7:00:00 PM,RFC,WEST,ATSI,OE,7584.016,True
1/8/2024 1:00:00 AM,1/7/2024 8:00:00 PM,RFC,WEST,ATSI,OE,7553.985,True
1/8/2024 2:00:00 AM,1/7/2024 9:00:00 PM,RFC,WEST,ATSI,OE,7261.418,True
1/8/2024 3:00:00 AM,1/7/2024 10:00:00 PM,RFC,WEST,ATSI,OE,6990.225,True
1/8/2024 4:00:00 AM,1/7/2024 11:00:00 PM,RFC,WEST,ATSI,OE,6710.019,True
1/8/2024 5:00:00 AM,1/8/2024 12:00:00 AM,RFC,WEST,ATSI,OE,6471.911,True
1/8/2024 6:00:00 AM,1/8/2024 1:00:00 AM,RFC,WEST,ATSI,OE,6359.440,True
1/8/2024 7:00:00 AM,1/8/2024 2:00:00 AM,RFC,WEST,ATSI,OE,6410.626,True
1/8/2024 8:00:00 AM,1/8/2024 3:00:00 AM,RFC,WEST,ATSI,OE,6405.314,True
1/8/2024 9:00:00 AM,1/8/2024 4:00:00 AM,RFC,WEST,ATSI,OE,6536.560,True
1/8/2024 10:00:00 AM,1/8/2024 5:00:00 AM,RFC,WEST,ATSI,OE,6878.596,True
1/8/2024 11:00:00 AM,1/8/2024 6:00:00 AM,RFC,WEST,ATSI,OE,7442.214,True
1/8/2024 12:00:00 PM,1/8/2024 7:00:00 AM,RFC,WEST,ATSI,OE,7848.889,True
1/8/2024 1:00:00 PM,1/8/2024 8:00:00 AM,RFC,WEST,ATSI,OE,7916.253,True
1/8/2024 2:00:00 PM,1/8/2024 9:00:00 AM,RFC,WEST,ATSI,OE,7971.649,True
1/8/2024 3:00:00 PM,1/8/2024 10:00:00 AM,RFC,WEST,ATSI,OE,7978.475,True
1/8/2024 4:00:00 PM,1/8/2024 11:00:00 AM,RFC,WEST,ATSI,OE,7873.844,True
1/8/2024 5:00:00 PM,1/8/2024 12:00:00 PM,RFC,WEST,ATSI,OE,7913.324,True
1/8/2024 6:00:00 PM,1/8/2024 1:00:00 PM,RFC,WEST,ATSI,OE,7910.291,True
1/8/2024 7:00:00 PM,1/8/2024 2:00:00 PM,RFC,WEST,ATSI,OE,7783.611,True
1/8/2024 8:00:00 PM,1/8/2024 3:00:00 PM,RFC,WEST,ATSI,OE,7743.204,True
1/8/2024 9:00:00 PM,1/8/2024 4:00:00 PM,RFC,WEST,ATSI,OE,7801.847,True
1/8/2024 10:00:00 PM,1/8/2024 5:00:00 PM,RFC,WEST,ATSI,OE,8000.952,True
1/8/2024 11:00:00 PM,1/8/2024 6:00:00 PM,RFC,WEST,ATSI,OE,8075.140,True
1/9/2024 12:00:00 AM,1/8/2024 7:00:00 PM,RFC,WEST,ATSI,OE,7909.148,True
1/9/2024 1:00:00 AM,1/8/2024 8:00:00 PM,RFC,WEST,ATSI,OE,7882.621,True
1/9/2024 2:00:00 AM,1/8/2024 9:00:00 PM,RFC,WEST,ATSI,OE,7589.422,True
1/9/2024 3:00:00 AM,1/8/2024 10:00:00 PM,RFC,WEST,ATSI,OE,7192.659,True
1/9/2024 4:00:00 AM,1/8/2024 11:00:00 PM,RFC,WEST,ATSI,OE,6856.569,True
1/9/2024 5:00:00 AM,1/9/2024 12:00:00 AM,RFC,WEST,ATSI,OE,6580.478,True
1/9/2024 6:00:00 AM,1/9/2024 1:00:00 AM,RFC,WEST,ATSI,OE,6471.726,True
1/9/2024 7:00:00 AM,1/9/2024 2:00:00 AM,RFC,WEST,ATSI,OE,6495.827,True
1/9/2024 8:00:00 AM,1/9/2024 3:00:00 AM,RFC,WEST,ATSI,OE,6473.205,True
1/9/2024 9:00:00 AM,1/9/2024 4:00:00 AM,RFC,WEST,ATSI,OE,6647.300,True
1/9/2024 10:00:00 AM,1/9/2024 5:00:00 AM,RFC,WEST,ATSI,OE,6950.289,True
1/9/2024 11:00:00 AM,1/9/2024 6:00:00 AM,RFC,WEST,ATSI,OE,7475.184,True
1/9/2024 12:00:00 PM,1/9/2024 7:00:00 AM,RFC,WEST,ATSI,OE,7909.652,True
1/9/2024 1:00:00 PM,1/9/2024 8:00:00 AM,RFC,WEST,ATSI,OE,8046.558,True
1/9/2024 2:00:00 PM,1/9/2024 9:00:00 AM,RFC,WEST,ATSI,OE,8164.424,True
1/9/2024 3:00:00 PM,1/9/2024 10:00:00 AM,RFC,WEST,ATSI,OE,8177.944,True
1/9/2024 4:00:00 PM,1/9/2024 11:00:00 AM,RFC,WEST,ATSI,OE,8157.806,True
1/9/2024 5:00:00 PM,1/9/2024 12:00:00 PM,RFC,WEST,ATSI,OE,8176.382,True
1/9/2024 6:00:00 PM,1/9/2024 1:00:00 PM,RFC,WEST,ATSI,OE,8108.556,True
1/9/2024 7:00:00 PM,1/9/2024 2:00:00 PM,RFC,WEST,ATSI,OE,7993.831,True
1/9/2024 8:00:00 PM,1/9/2024 3:00:00 PM,RFC,WEST,ATSI,OE,7853.357,True
1/9/2024 9:00:00 PM,1/9/2024 4:00:00 PM,RFC,WEST,ATSI,OE,7791.327,True
1/9/2024 10:00:00 PM,1/9/2024 5:00:00 PM,RFC,WEST,ATSI,OE,7857.657,True
1/9/2024 11:00:00 PM,1/9/2024 6:00:00 PM,RFC,WEST,ATSI,OE,7875.461,True
1/10/2024 12:00:00 AM,1/9/2024 7:00:00 PM,RFC,WEST,ATSI,OE,7765.396,True
1/10/2024 1:00:00 AM,1/9/2024 8:00:00 PM,RFC,WEST,ATSI,OE,7528.006,True
1/10/2024 2:00:00 AM,1/9/2024 9:00:00 PM,RFC,WEST,ATSI,OE,7360.851,True
1/10/2024 3:00:00 AM,1/9/2024 10:00:00 PM,RFC,WEST,ATSI,OE,7036.939,True
1/10/2024 4:00:00 AM,1/9/2024 11:00:00 PM,RFC,WEST,ATSI,OE,6701.082,True
1/10/2024 5:00:00 AM,1/10/2024 12:00:00 AM,RFC,WEST,ATSI,OE,6588.089,True
1/10/2024 6:00:00 AM,1/10/2024 1:00:00 AM,RFC,WEST,ATSI,OE,6427.257,True
1/10/2024 7:00:00 AM,1/10/2024 2:00:00 AM,RFC,WEST,ATSI,OE,6362.911,True
1/10/2024 8:00:00 AM,1/10/2024 3:00:00 AM,RFC,WEST,ATSI,OE,6447.783,True
1/10/2024 9:00:00 AM,1/10/2024 4:00:00 AM,RFC,WEST,ATSI,OE,6593.274,True
1/10/2024 10:00:00 AM,1/10/2024 5:00:00 AM,RFC,WEST,ATSI,OE,6892.215,True
1/10/2024 11:00:00 AM,1/10/2024 6:00:00 AM,RFC,WEST,ATSI,OE,7459.359,True
1/10/2024 12:00:00 PM,1/10/2024 7:00:00 AM,RFC,WEST,ATSI,OE,7897.986,True
1/10/2024 1:00:00 PM,1/10/2024 8:00:00 AM,RFC,WEST,ATSI,OE,7984.833,True
1/10/2024 2:00:00 PM,1/10/2024 9:00:00 AM,RFC,WEST,ATSI,OE,8127.164,True
1/10/2024 3:00:00 PM,1/10/2024 10:00:00 AM,RFC,WEST,ATSI,OE,8210.321,True
1/10/2024 4:00:00 PM,1/10/2024 11:00:00 AM,RFC,WEST,ATSI,OE,8234.835,True
1/10/2024 5:00:00 PM,1/10/2024 12:00:00 PM,RFC,WEST,ATSI,OE,8327.177,True
1/10/2024 6:00:00 PM,1/10/2024 1:00:00 PM,RFC,WEST,ATSI,OE,8294.005,True
1/10/2024 7:00:00 PM,1/10/2024 2:00:00 PM,RFC,WEST,ATSI,OE,8173.683,True
1/10/2024 8:00:00 PM,1/10/2024 3:00:00 PM,RFC,WEST,ATSI,OE,8101.822,True
1/10/2024 9:00:00 PM,1/10/2024 4:00:00 PM,RFC,WEST,ATSI,OE,8121.436,True
1/10/2024 10:00:00 PM,1/10/2024 5:00:00 PM,RFC,WEST,ATSI,OE,8239.390,True
1/10/2024 11:00:00 PM,1/10/2024 6:00:00 PM,RFC,WEST,ATSI,OE,8274.685,True
1/11/2024 12:00:00 AM,1/10/2024 7:00:00 PM,RFC,WEST,ATSI,OE,8135.166,True
1/11/2024 1:00:00 AM,1/10/2024 8:00:00 PM,RFC,WEST,ATSI,OE,7916.752,True
1/11/2024 2:00:00 AM,1/10/2024 9:00:00 PM,RFC,WEST,ATSI,OE,7755.517,True
1/11/2024 3:00:00 AM,1/10/2024 10:00:00 PM,RFC,WEST,ATSI,OE,7392.795,True
1/11/2024 4:00:00 AM,1/10/2024 11:00:00 PM,RFC,WEST,ATSI,OE,6984.307,True
1/11/2024 5:00:00 AM,1/11/2024 12:00:00 AM,RFC,WEST,ATSI,OE,6818.740,True
1/11/2024 6:00:00 AM,1/11/2024 1:00:00 AM,RFC,WEST,ATSI,OE,6764.218,True
1/11/2024 7:00:00 AM,1/11/2024 2:00:00 AM,RFC,WEST,ATSI,OE,6676.563,True
1/11/2024 8:00:00 AM,1/11/2024 3:00:00 AM,RFC,WEST,ATSI,OE,6668.672,True
1/11/2024 9:00:00 AM,1/11/2024 4:00:00 AM,RFC,WEST,ATSI,OE,6717.564,True
1/11/2024 10:00:00 AM,1/11/2024 5:00:00 AM,RFC,WEST,ATSI,OE,6911.859,True
1/11/2024 11:00:00 AM,1/11/2024 6:00:00 AM,RFC,WEST,ATSI,OE,7445.658,True
1/11/2024 12:00:00 PM,1/11/2024 7:00:00 AM,RFC,WEST,ATSI,OE,7820.118,True
1/11/2024 1:00:00 PM,1/11/2024 8:00:00 AM,RFC,WEST,ATSI,OE,7933.534,True
1/11/2024 2:00:00 PM,1/11/2024 9:00:00 AM,RFC,WEST,ATSI,OE,7932.488,True
1/11/2024 3:00:00 PM,1/11/2024 10:00:00 AM,RFC,WEST,ATSI,OE,8052.605,True
1/11/2024 4:00:00 PM,1/11/2024 11:00:00 AM,RFC,WEST,ATSI,OE,8076.318,True
1/11/2024 5:00:00 PM,1/11/2024 12:00:00 PM,RFC,WEST,ATSI,OE,8085.968,True
